participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s9x29150	n/a	2026-03-14T10:25:24	n/a
sub-v2s9x29151	n/a	2026-03-14T10:25:17	n/a
sub-v2s9x29152	n/a	2026-03-14T10:25:21	n/a
sub-v2s9x29153	n/a	2026-03-14T10:25:39	n/a
sub-v2s9x29154	n/a	2026-03-14T10:25:18	n/a
sub-v2s9x29155	n/a	2026-03-14T10:25:18	n/a
sub-v2s9x29156	n/a	2026-03-14T10:25:29	n/a
sub-v2s9x29157	n/a	2026-03-14T10:25:27	n/a
sub-v2s9x29158	n/a	2026-03-14T10:25:22	n/a
sub-v2s9x29159	n/a	2026-03-14T10:25:20	n/a
sub-v2s9x29160	n/a	2026-03-14T10:25:23	n/a
sub-v2s9x29161	n/a	2026-03-14T10:25:23	n/a
sub-v2s9x29162	n/a	2026-03-14T10:25:24	n/a
sub-v2s9x29163	n/a	2026-03-14T10:25:18	n/a
sub-v2s9x29164	n/a	2026-03-14T10:25:21	n/a
sub-v2s9x29165	n/a	2026-03-14T10:25:22	n/a
sub-v2s9x29166	n/a	2026-03-14T10:25:19	n/a
sub-v2s9x29167	n/a	2026-03-14T10:25:22	n/a
sub-v2s9x29168	n/a	2026-03-14T10:25:19	n/a
sub-v2s9x29169	n/a	2026-03-14T10:25:20	n/a
sub-v2s9x29170	n/a	2026-03-14T10:25:19	n/a
sub-v2s9x29171	n/a	2026-03-14T10:25:27	n/a
sub-v2s9x29172	n/a	2026-03-14T10:25:19	n/a
sub-v2s9x29173	n/a	2026-03-14T10:25:18	n/a
sub-v2s9x29174	n/a	2026-03-14T10:25:25	n/a
sub-v2s9x29175	n/a	2026-03-14T10:25:19	n/a
sub-v2s9x29176	n/a	2026-03-14T10:25:20	n/a
